tti,event,ue,pkt_bits,retx,sinr_db,cqi,rb_alloc,rb_perr
1049,ACK,16,8381,0,19.05,13,13,0.000145
1049,ACK,20,1575,0,27.87,15,2,0.000100
1049,ACK,30,7653,0,23.89,15,10,0.000100
1049,ACK,0,1654,0,14.48,10,5,0.005571
1049,ACK,7,7440,0,18.36,12,14,0.000252
1049,ACK,11,11487,0,21.57,14,16,0.000100
1049,ACK,12,11526,0,25.66,15,14,0.000100
1049,ACK,16,11008,0,19.05,13,17,0.000145
1050,NACK,18,2416,1,3.70,5,17,0.968967
1050,ACK,20,8110,0,27.63,15,10,0.000100
1050,ACK,22,7727,0,16.46,11,17,0.001150
1050,NACK,24,3886,1,5.37,6,21,0.891063
1050,ACK,30,2632,0,23.96,15,4,0.000100
1050,ACK,3,5579,0,18.54,12,11,0.000217
1050,ACK,11,3199,0,22.78,14,5,0.000100
1050,ACK,28,5531,0,22.38,14,8,0.000100
1051,NACK,29,5034,1,8.25,7,21,0.450922
1051,ACK,1,10950,0,15.75,11,23,0.002027
1051,ACK,6,9693,0,17.57,12,18,0.000475
1051,ACK,12,10071,0,24.82,15,12,0.000100
1052,NACK,18,5036,1,4.13,5,35,0.956735
1052,ACK,28,6240,0,25.05,15,8,0.000100
1052,ACK,31,3107,0,30.00,15,4,0.000100
1052,ACK,3,11801,0,19.26,13,19,0.000123
1052,ACK,6,11624,0,15.70,11,25,0.002111
1053,NACK,8,8571,1,6.00,6,45,0.832341
1053,ACK,12,4481,0,24.31,15,6,0.000100
1053,NACK,17,6800,1,4.74,5,48,0.931357
1054,ACK,31,3216,0,30.00,15,4,0.000100
1054,ACK,0,3720,0,17.12,12,7,0.000676
1054,ACK,9,9602,0,27.42,15,12,0.000100
1054,ACK,11,8428,0,20.91,13,14,0.000100
1054,ACK,0,2986,0,17.12,12,6,0.000676
1054,ACK,7,2978,0,18.18,12,6,0.000290
1054,NACK,13,4424,1,10.12,8,16,0.154700
1054,ACK,14,4333,0,24.60,15,6,0.000100
1054,ACK,16,6130,0,20.36,13,10,0.000100
1054,ACK,28,1147,0,22.38,14,2,0.000100
1055,NACK,4,1683,1,8.17,7,8,0.465892
1055,ACK,6,10473,0,14.83,10,26,0.004215
1055,ACK,12,9335,0,27.11,15,12,0.000100
1055,ACK,22,5974,0,14.51,10,15,0.005447
1055,ACK,30,7097,0,28.22,15,9,0.000100
1055,ACK,6,10040,0,14.83,10,25,0.004215
1056,ACK,7,1608,0,20.03,13,3,0.000100
1056,ACK,14,10545,0,27.32,15,13,0.000100
1056,ACK,28,7556,0,22.42,14,11,0.000100
1056,NACK,2,7098,1,5.00,6,37,0.916539
1056,ACK,9,11926,0,27.57,15,15,0.000100
1056,ACK,10,4304,0,13.09,10,11,0.016784
1057,NACK,13,6925,1,9.28,8,25,0.264822
1057,ACK,21,7802,0,19.44,13,13,0.000106
1057,ACK,0,2792,0,18.77,12,6,0.000181
1057,NACK,19,1483,1,10.25,8,6,0.142238
1057,ACK,28,1090,0,19.73,13,2,0.000100
1057,NACK,2,7535,1,5.76,6,40,0.857644
1057,ACK,10,2120,0,12.47,9,7,0.027246
1058,NACK,18,9430,1,0.77,3,99,0.996934
1059,NACK,19,11549,1,8.71,7,49,0.362071
1059,ACK,21,6238,0,18.74,12,12,0.000185
1059,ACK,23,2470,0,14.78,10,7,0.004375
1059,ACK,28,7642,0,18.44,12,14,0.000236
1059,NACK,4,1416,1,6.93,6,8,0.702224
1059,ACK,6,3609,0,20.38,13,6,0.000100
1060,NACK,10,4766,1,12.13,9,15,0.035407
1060,ACK,12,7578,0,27.65,15,10,0.000100
1060,ACK,15,8113,0,30.00,15,10,0.000100
1060,ACK,22,7723,0,14.10,10,19,0.007513
1060,ACK,1,6709,0,17.42,12,13,0.000532
1060,ACK,6,1961,0,18.58,12,4,0.000211
1060,ACK,14,5781,0,27.94,15,7,0.000100
1060,ACK,16,8031,0,27.42,15,10,0.000100
1060,ACK,20,5384,0,30.00,15,7,0.000100
1061,ACK,28,811,0,22.02,14,2,0.000100
1061,NACK,29,7884,1,9.10,8,28,0.292946
1061,ACK,31,9046,0,30.00,15,11,0.000100
1061,NACK,2,8084,1,8.82,7,34,0.341064
1061,ACK,3,6960,0,20.48,13,11,0.000100
1061,NACK,4,3201,1,8.00,7,14,0.500440
1062,ACK,6,7610,0,17.97,12,14,0.000343
1062,ACK,10,4417,0,13.04,10,11,0.017381
1062,ACK,23,9727,0,17.64,12,18,0.000448
1062,ACK,28,6140,0,20.58,13,10,0.000100
1062,ACK,7,8761,0,18.99,12,16,0.000152
1062,ACK,9,11712,0,26.67,15,14,0.000100
1063,NACK,13,3207,1,9.78,8,12,0.194647
1063,ACK,15,7480,0,30.00,15,9,0.000100
1063,NACK,17,10599,1,8.01,7,45,0.497581
1063,NACK,18,8638,1,9.39,8,30,0.246790
1064,NACK,29,3283,1,7.31,7,14,0.634334
1064,ACK,31,811,0,30.00,15,1,0.000100
1064,ACK,1,4652,0,19.24,13,8,0.000124
1064,NACK,25,9280,1,10.86,8,33,0.092312
1065,NACK,2,529,1,3.78,5,4,0.967014
1065,ACK,5,7205,0,20.01,13,12,0.000100
1065,NACK,17,10438,1,6.79,6,55,0.725290
1066,NACK,18,139,1,4.88,5,1,0.923694
1066,ACK,26,6478,0,30.00,15,8,0.000100
1066,ACK,28,3454,0,17.72,12,7,0.000418
1066,ACK,11,6132,0,30.00,15,8,0.000100
1066,NACK,25,11572,1,12.32,9,35,0.030502
1066,ACK,28,8737,0,17.72,12,16,0.000418
1066,ACK,31,10051,0,30.00,15,12,0.000100
1067,ACK,3,1142,0,20.04,13,2,0.000100
1067,ACK,11,3215,0,30.00,15,4,0.000100
1067,ACK,13,3257,0,14.48,10,8,0.005592
1067,ACK,15,1071,0,30.00,15,2,0.000100
1067,ACK,17,9542,0,12.16,9,29,0.034747
1067,ACK,21,2265,0,24.03,15,3,0.000100
1067,ACK,22,10768,0,12.76,9,33,0.021784
1067,ACK,23,6613,0,13.74,10,17,0.010039
1068,ACK,0,469,0,14.24,10,2,0.006734
1068,ACK,3,9315,0,19.48,13,15,0.000102
1068,ACK,15,7541,0,30.00,15,9,0.000100
1068,ACK,16,8530,0,19.40,13,14,0.000109
1068,NACK,19,11773,1,8.60,7,50,0.381799
1069,ACK,22,1500,0,15.27,11,4,0.002975
1069,NACK,29,8658,1,8.17,7,37,0.465345
1069,NACK,18,4321,1,6.07,6,23,0.824178
1069,NACK,22,8510,1,15.27,11,18,0.002975
1069,ACK,26,10835,0,30.00,15,13,0.000100
1070,ACK,27,1411,0,14.66,10,4,0.004821
1070,ACK,31,2684,0,29.56,15,4,0.000100
1070,NACK,0,4496,1,11.63,9,14,0.051960
1070,ACK,9,3903,0,23.85,15,5,0.000100
1070,ACK,11,3107,0,28.92,15,4,0.000100
1070,ACK,26,6431,0,30.00,15,8,0.000100
1070,ACK,30,3228,0,24.48,15,4,0.000100
1070,ACK,1,3841,0,18.48,12,7,0.000228
1070,NACK,18,9243,1,7.49,7,39,0.600680
1070,ACK,26,8522,0,30.00,15,11,0.000100
1071,ACK,31,6308,0,30.00,15,8,0.000100
1072,NACK,2,1395,1,0.12,3,15,0.998170
1072,NACK,4,5428,1,11.64,9,17,0.051699
1072,ACK,6,4992,0,17.90,12,10,0.000362
1072,ACK,7,10918,0,20.44,13,17,0.000100
1072,NACK,19,3515,1,11.05,9,11,0.080089
1072,ACK,20,2760,0,30.00,15,4,0.000100
1072,ACK,6,11903,0,17.90,12,22,0.000362
1073,ACK,7,8195,0,21.90,14,12,0.000100
1073,ACK,11,9221,0,29.82,15,11,0.000100
1073,NACK,2,3535,1,0.96,3,37,0.996422
1073,ACK,10,3334,0,9.93,8,12,0.175690
1073,NACK,24,1450,1,0.84,3,16,0.996761
1074,NACK,25,5830,1,8.60,7,25,0.382127
1074,NACK,29,1001,1,7.26,7,5,0.644025
1074,ACK,30,8364,0,22.03,14,12,0.000100
1074,ACK,5,3410,0,21.57,14,5,0.000100
1074,ACK,6,1450,0,15.92,11,4,0.001773
1074,ACK,12,1569,0,19.86,13,3,0.000100
1074,NACK,29,9924,1,7.26,7,42,0.644025
1074,ACK,5,1917,0,21.57,14,3,0.000100
1075,ACK,7,6283,0,23.01,15,8,0.000100
1075,NACK,8,2442,1,8.18,7,11,0.464892
1075,ACK,11,3488,0,30.00,15,5,0.000100
1075,NACK,13,8837,1,11.96,9,27,0.040504
1075,ACK,15,1993,0,30.00,15,3,0.000100
1075,ACK,5,4798,0,21.71,14,7,0.000100
1075,NACK,8,3204,1,8.18,7,14,0.464892
1075,ACK,9,2281,0,22.73,14,4,0.000100
1075,NACK,19,1487,1,11.75,9,5,0.047350
1075,ACK,23,5683,0,13.65,10,14,0.010733
1076,NACK,25,11332,1,11.13,9,34,0.075569
1076,ACK,26,6631,0,30.00,15,8,0.000100
1076,ACK,9,4896,0,20.81,13,8,0.000100
1076,NACK,13,11208,1,10.51,8,39,0.118613
1076,ACK,16,3937,0,24.82,15,5,0.000100
1077,NACK,18,1530,1,7.34,7,7,0.629639
1077,ACK,22,4102,0,15.15,11,9,0.003280
1077,NACK,25,2762,1,11.14,9,9,0.074861
1077,ACK,30,9048,0,20.61,13,14,0.000100
1077,ACK,1,1495,0,18.21,12,3,0.000283
1077,NACK,8,1643,1,7.59,7,7,0.580674
1077,NACK,10,9428,1,10.50,8,33,0.119555
1077,ACK,11,3770,0,29.70,15,5,0.000100
1078,NACK,13,6912,1,9.97,8,24,0.170897
1078,NACK,19,8020,1,9.29,8,28,0.263409
1078,ACK,22,10703,0,16.29,11,23,0.001315
1078,ACK,28,11798,0,19.59,13,19,0.000100
1079,NACK,29,6463,1,10.85,8,23,0.092498
1079,ACK,31,9035,0,30.00,15,11,0.000100
1079,NACK,1,10206,1,12.44,9,31,0.027937
1080,NACK,24,1188,1,7.17,7,5,0.660159
1080,NACK,25,3924,1,10.13,8,14,0.153672
1080,ACK,28,932,0,19.39,13,2,0.000110
1080,ACK,3,1813,0,14.59,10,5,0.005102
1080,ACK,12,3089,0,19.97,13,5,0.000100
1080,NACK,18,10849,1,9.03,8,38,0.304438
1080,NACK,23,5818,1,11.04,9,18,0.080835
1080,ACK,26,5674,0,30.00,15,7,0.000100
1080,ACK,31,4585,0,30.00,15,6,0.000100
1081,NACK,2,10448,1,1.84,4,88,0.992819
1081,ACK,12,1432,0,18.37,12,3,0.000250
1081,NACK,13,2552,1,10.20,8,9,0.147080
1082,ACK,20,7253,0,30.00,15,9,0.000100
1082,ACK,26,2515,0,30.00,15,3,0.000100
1082,NACK,29,4080,1,12.53,9,13,0.025961
1082,ACK,1,11738,0,12.14,9,35,0.035071
1082,NACK,2,877,1,3.76,5,7,0.967551
1082,ACK,7,8675,0,20.24,13,14,0.000100
1082,ACK,14,6638,0,25.27,15,8,0.000100
1082,ACK,15,1018,0,30.00,15,2,0.000100
1082,ACK,20,1631,0,30.00,15,2,0.000100
1083,NACK,24,1807,1,7.20,7,8,0.655145
1083,ACK,25,1013,0,12.54,9,4,0.025765
1083,ACK,27,4481,0,16.88,11,10,0.000820
1083,ACK,28,7796,0,17.73,12,15,0.000415
1083,NACK,2,2269,1,4.55,5,16,0.940654
1083,ACK,6,3709,0,15.90,11,8,0.001800
1083,ACK,9,3149,0,24.98,15,4,0.000100
1083,ACK,12,5654,0,20.17,13,9,0.000100
1084,NACK,13,127,1,5.51,6,1,0.880192
1084,ACK,29,1260,0,10.74,8,5,0.100525
1084,ACK,3,10142,0,14.93,10,25,0.003885
1084,ACK,7,6385,0,19.84,13,10,0.000100
1084,NACK,13,8912,1,5.51,6,47,0.880192
1085,ACK,14,1105,0,28.02,15,2,0.000100
1085,NACK,29,4493,1,9.49,8,16,0.233209
1085,ACK,0,8724,0,14.48,10,22,0.005579
1085,ACK,7,3536,0,21.11,14,5,0.000100
1085,NACK,8,9065,1,10.31,8,32,0.135959
1085,ACK,9,5311,0,25.00,15,7,0.000100
1085,ACK,12,9330,0,19.97,13,15,0.000100
1086,ACK,16,6124,0,19.41,13,10,0.000109
1086,ACK,21,1723,0,20.18,13,3,0.000100
1086,NACK,24,4738,1,9.29,8,17,0.263352
1086,ACK,1,2917,0,12.22,9,9,0.033158
1086,ACK,5,2977,0,18.82,12,6,0.000174
1086,ACK,6,11134,0,19.84,13,18,0.000100
1086,NACK,8,4644,1,9.75,8,17,0.198165
1086,ACK,15,4686,0,30.00,15,6,0.000100
1086,ACK,16,8381,0,19.41,13,13,0.000109
1087,ACK,21,9283,0,19.41,13,15,0.000109
1087,ACK,22,11919,0,17.10,12,22,0.000688
1087,NACK,24,2836,1,10.84,8,10,0.093411
1087,ACK,25,9619,0,13.44,10,24,0.012690
1087,ACK,27,11796,0,14.94,10,29,0.003862
1088,ACK,28,900,0,17.24,12,2,0.000618
1088,ACK,30,4744,0,24.02,15,6,0.000100
1088,NACK,2,1276,1,5.67,6,7,0.866052
1088,ACK,3,8826,0,19.42,13,14,0.000108
1088,NACK,7,6947,1,23.78,15,9,0.000100
1088,ACK,10,9192,0,13.87,10,23,0.009050
1088,ACK,12,7024,0,18.05,12,13,0.000323
1088,ACK,15,4268,0,29.40,15,6,0.000100
1088,ACK,20,9424,0,26.44,15,12,0.000100
1089,NACK,23,10048,1,9.11,8,35,0.290948
1089,ACK,26,8984,0,30.00,15,11,0.000100
1089,ACK,27,11313,0,16.81,11,24,0.000869
1089,NACK,29,1791,1,9.99,8,7,0.168553
1089,ACK,1,1135,0,14.16,10,3,0.007191
1089,ACK,7,2273,0,26.13,15,3,0.000100
1089,ACK,14,9620,0,25.08,15,12,0.000100
1089,ACK,0,1900,0,14.54,10,5,0.005295
1090,ACK,1,1001,0,15.79,11,3,0.001966
1090,NACK,2,887,1,5.56,6,5,0.876085
1090,ACK,7,8393,0,24.55,15,10,0.000100
1090,ACK,11,7639,0,25.79,15,10,0.000100
1090,NACK,17,11931,1,9.12,8,42,0.289307
1090,ACK,20,8312,0,27.82,15,10,0.000100
1091,NACK,2,1167,1,5.94,6,7,0.838334
1091,ACK,10,1413,0,14.61,10,4,0.005046
1091,NACK,19,6155,1,8.58,7,26,0.385717
1091,ACK,0,2875,0,13.83,10,8,0.009344
1091,ACK,1,11457,0,16.07,11,24,0.001570
1092,ACK,2,273,0,7.54,7,2,0.591917
1092,ACK,4,2878,0,12.71,9,9,0.022523
1092,ACK,7,6167,0,25.49,15,8,0.000100
1092,ACK,14,7249,0,22.41,14,10,0.000100
1092,NACK,17,4973,1,7.89,7,21,0.522436
1092,NACK,25,8908,1,11.80,9,27,0.045749
1092,NACK,29,4501,1,11.20,9,14,0.072001
1093,ACK,7,975,0,25.20,15,2,0.000100
1093,ACK,11,9545,0,25.35,15,12,0.000100
1093,ACK,21,4390,0,16.49,11,10,0.001125
1093,ACK,26,5348,0,30.00,15,7,0.000100
1093,NACK,29,4374,1,11.43,9,14,0.060391
1093,ACK,0,7934,0,15.47,11,17,0.002537
1093,ACK,1,11132,0,18.55,12,21,0.000215
1093,ACK,4,4215,0,12.37,9,13,0.029362
1094,ACK,5,1837,0,20.59,13,3,0.000100
1094,NACK,18,2803,1,8.00,7,12,0.500111
1094,ACK,26,7343,0,30.00,15,9,0.000100
1094,ACK,31,4005,0,29.29,15,5,0.000100
1094,ACK,1,3661,0,19.18,13,6,0.000131
1094,NACK,2,4467,1,6.83,6,24,0.718121
1094,NACK,8,6788,1,9.90,8,24,0.179477
1095,NACK,13,8160,1,6.92,6,43,0.704207
1095,ACK,14,5812,0,22.44,14,8,0.000100
1095,ACK,16,5345,0,15.79,11,12,0.001969
1095,ACK,21,1016,0,16.00,11,3,0.001660
1095,ACK,25,6531,0,11.59,9,20,0.053433
1096,NACK,28,3136,1,16.29,11,7,0.001311
1096,ACK,30,5908,0,23.50,15,8,0.000100
1096,ACK,31,7729,0,30.00,15,10,0.000100
1096,ACK,11,8503,0,28.93,15,11,0.000100
1096,ACK,12,9950,0,20.55,13,16,0.000100
1096,NACK,13,4470,1,6.65,6,24,0.746366
1096,ACK,16,9322,0,16.38,11,20,0.001228
1097,NACK,19,892,1,7.28,7,4,0.639700
1097,ACK,26,11203,0,30.00,15,14,0.000100
1097,ACK,6,7714,0,22.70,14,11,0.000100
1097,ACK,7,1932,0,25.85,15,3,0.000100
1097,ACK,9,1656,0,21.60,14,3,0.000100
1097,ACK,11,4039,0,28.89,15,5,0.000100
1097,ACK,15,6057,0,30.00,15,8,0.000100
1097,ACK,26,7024,0,30.00,15,9,0.000100
1097,ACK,27,6354,0,17.13,12,12,0.000675
1097,ACK,3,8673,0,18.13,12,16,0.000302
1097,NACK,4,3559,1,9.43,8,13,0.241932
1098,NACK,8,6335,1,12.88,9,19,0.019706
1098,NACK,18,1640,1,7.71,7,7,0.557284
1098,ACK,21,11244,0,17.48,12,21,0.000508
1098,NACK,23,9959,1,11.30,9,30,0.066682
1099,ACK,29,1687,0,11.10,9,6,0.077185
1099,ACK,9,9731,0,20.88,13,16,0.000100
1099,NACK,19,11657,1,6.36,6,61,0.787854
1099,ACK,20,8848,0,30.00,15,11,0.000100
1100,ACK,23,4303,0,12.99,9,13,0.018183
1100,NACK,28,8558,1,14.14,10,21,0.007320
1100,NACK,2,8923,1,8.89,7,38,0.328721
1100,ACK,5,3667,0,16.20,11,8,0.001419
1100,ACK,8,9428,0,16.12,11,20,0.001502
1101,ACK,12,7194,0,21.62,14,10,0.000100
1101,NACK,19,4568,1,6.33,6,24,0.792168
1101,ACK,20,9765,0,30.00,15,12,0.000100
1101,ACK,31,9345,0,30.00,15,12,0.000100
1101,ACK,1,10077,0,22.28,14,14,0.000100
1102,NACK,2,2755,1,8.22,7,12,0.456337
1102,ACK,7,4176,0,24.35,15,5,0.000100
1102,ACK,10,1418,0,12.42,9,5,0.028317
1102,ACK,12,10863,0,20.67,13,17,0.000100
1102,NACK,19,7749,1,7.61,7,33,0.577125
1102,ACK,21,6379,0,19.48,13,10,0.000103
1103,ACK,24,4330,0,12.41,9,13,0.028448
1103,NACK,28,7260,1,13.07,10,18,0.017038
1103,ACK,1,11695,0,21.19,14,16,0.000100
1103,ACK,4,1708,0,13.51,10,5,0.012077
1103,ACK,8,10556,0,17.01,12,20,0.000742
1103,ACK,12,4394,0,22.82,14,6,0.000100
1103,ACK,14,10692,0,23.16,15,13,0.000100
1104,ACK,16,6516,0,18.61,12,12,0.000206
1104,ACK,20,9071,0,30.00,15,11,0.000100
1104,NACK,28,11818,1,9.48,8,42,0.234412
1104,ACK,1,6509,0,21.69,14,9,0.000100
1104,ACK,3,1373,0,17.92,12,3,0.000358
1104,ACK,6,11956,0,19.40,13,19,0.000109
1105,NACK,10,8196,1,10.97,8,29,0.084997
1105,ACK,11,1337,0,27.21,15,2,0.000100
1105,ACK,15,2404,0,30.00,15,3,0.000100
1105,NACK,17,5712,1,9.54,8,20,0.225977
1105,NACK,18,7230,1,8.40,7,31,0.420867
1105,NACK,19,3192,1,8.43,7,14,0.414587
1106,ACK,26,427,0,30.00,15,1,0.000100
1106,NACK,29,8037,1,7.55,7,34,0.589586
1106,ACK,1,5431,0,19.98,13,9,0.000100
1106,ACK,11,5931,0,26.38,15,8,0.000100
1106,ACK,12,7270,0,24.41,15,9,0.000100
1106,NACK,28,9398,1,9.41,8,33,0.245056
1106,ACK,3,1497,0,18.74,12,3,0.000185
1107,ACK,6,7220,0,22.24,14,10,0.000100
1107,ACK,16,7516,0,22.46,14,11,0.000100
1107,NACK,17,1876,1,9.95,8,7,0.173156
1107,NACK,19,6660,1,9.66,8,24,0.208958
1107,ACK,23,10545,0,14.01,10,26,0.008107
1108,ACK,27,1566,0,16.75,11,4,0.000908
1108,NACK,2,9697,1,7.04,7,41,0.682990
1108,ACK,13,2080,0,10.93,8,8,0.087718
1108,NACK,17,6293,1,10.97,8,22,0.085249
1108,NACK,18,3989,1,8.00,7,17,0.499487
1109,NACK,19,3056,1,7.61,7,13,0.577663
1109,ACK,25,6993,0,11.60,9,21,0.053152
1109,ACK,27,4689,0,16.89,11,10,0.000818
1109,NACK,8,6528,1,8.60,7,28,0.381959
1110,NACK,10,2816,1,9.09,8,10,0.294407
1110,ACK,12,1051,0,26.55,15,2,0.000100
1110,ACK,15,6507,0,30.00,15,8,0.000100
1110,NACK,28,6730,1,11.14,9,21,0.075124
1110,ACK,1,1806,0,15.45,11,4,0.002582
1110,NACK,2,4134,1,8.17,7,18,0.466517
1110,ACK,5,7988,0,15.10,11,17,0.003395
1110,ACK,21,4348,0,21.49,14,6,0.000100
1110,ACK,26,10872,0,30.00,15,13,0.000100
1111,ACK,31,7387,0,30.00,15,9,0.000100
1111,ACK,5,9359,0,18.19,12,17,0.000289
1111,ACK,9,1295,0,27.04,15,2,0.000100
1111,ACK,13,11268,0,13.14,10,28,0.016100
1111,ACK,17,4925,0,11.96,9,15,0.040453
1111,ACK,30,10574,0,24.31,15,13,0.000100
1111,ACK,7,5333,0,21.58,14,8,0.000100
1112,NACK,10,4070,1,12.78,9,13,0.021307
1112,NACK,24,10133,1,7.38,7,43,0.621254
1112,NACK,25,2418,1,9.61,8,9,0.216319
1113,NACK,28,1710,1,11.58,9,6,0.053759
1113,ACK,10,3221,0,11.58,9,10,0.053891
1113,ACK,11,6551,0,26.65,15,8,0.000100
1113,ACK,15,6182,0,30.00,15,8,0.000100
1113,ACK,26,11537,0,30.00,15,14,0.000100
1113,ACK,31,5295,0,30.00,15,7,0.000100
1113,NACK,2,7375,1,8.47,7,31,0.406538
1113,ACK,9,3725,0,26.37,15,5,0.000100
1113,ACK,11,3533,0,26.65,15,5,0.000100
1114,ACK,15,6746,0,30.00,15,9,0.000100
1114,NACK,18,9587,1,3.62,5,67,0.970821
1114,NACK,24,1220,1,9.08,8,5,0.296767
1115,ACK,27,1070,0,18.76,12,2,0.000182
1115,ACK,31,9590,0,30.00,15,12,0.000100
1115,ACK,3,6337,0,17.39,12,12,0.000546
1115,ACK,10,5668,0,11.80,9,17,0.045760
1115,ACK,11,10819,0,25.14,15,13,0.000100
1115,ACK,20,5157,0,26.05,15,7,0.000100
1115,ACK,27,3565,0,18.76,12,7,0.000182
1115,NACK,0,2864,1,10.72,8,10,0.101871
1116,ACK,8,467,0,10.58,8,2,0.112251
1116,ACK,9,9690,0,28.78,15,12,0.000100
1116,ACK,13,5315,0,14.64,10,14,0.004899
1116,NACK,18,6613,1,4.06,5,46,0.958889
1116,ACK,22,2069,0,16.81,11,5,0.000865
1116,ACK,27,1277,0,17.30,12,3,0.000588
1117,NACK,0,6728,1,8.00,7,29,0.500973
1117,ACK,5,7607,0,20.31,13,12,0.000100
1117,NACK,8,11569,1,10.93,8,41,0.087622
1118,ACK,13,2698,0,13.73,10,7,0.010088
1118,ACK,20,1329,0,28.80,15,2,0.000100
1118,ACK,23,3034,0,16.17,11,7,0.001451
1118,NACK,25,2081,1,9.60,8,8,0.217444
1118,ACK,27,8169,0,18.71,12,15,0.000191
1118,ACK,31,10445,0,30.00,15,13,0.000100
1118,NACK,1,11903,1,11.81,9,36,0.045142
1118,ACK,9,2826,0,29.91,15,4,0.000100
1119,ACK,23,7658,0,14.84,10,19,0.004191
1119,ACK,26,2223,0,27.39,15,3,0.000100
1119,NACK,29,11198,1,8.74,7,47,0.356595
1119,ACK,30,5307,0,26.26,15,7,0.000100
1120,ACK,1,170,0,10.31,8,1,0.136414
1120,ACK,13,1424,0,15.38,11,3,0.002728
1120,ACK,16,3483,0,24.60,15,5,0.000100
1120,ACK,17,4621,0,14.17,10,12,0.007130
1120,ACK,20,4772,0,30.00,15,6,0.000100
1120,ACK,30,10800,0,24.51,15,13,0.000100
1120,NACK,0,10448,1,6.80,6,55,0.723527
1121,NACK,2,5151,1,4.78,5,36,0.929435
1121,NACK,4,9732,1,8.22,7,41,0.456741
1121,ACK,7,6957,0,16.42,11,15,0.001188
1122,NACK,10,2143,1,6.57,6,12,0.757768
1122,ACK,11,8056,0,27.15,15,10,0.000100
1122,ACK,20,5566,0,30.00,15,7,0.000100
1122,ACK,21,4940,0,21.93,14,7,0.000100
1122,NACK,4,8711,1,8.40,7,37,0.420794
1122,ACK,9,4504,0,25.71,15,6,0.000100
1122,ACK,12,11760,0,29.12,15,14,0.000100
1122,ACK,14,5875,0,28.17,15,7,0.000100
1123,NACK,19,6804,1,11.53,9,21,0.056006
1123,ACK,20,4150,0,30.00,15,5,0.000100
1123,NACK,4,8467,1,9.63,8,30,0.213608
1123,ACK,6,9925,0,20.50,13,16,0.000100
1123,ACK,7,1992,0,18.75,12,4,0.000185
1123,ACK,9,9961,0,27.12,15,12,0.000100
1124,ACK,12,1874,0,28.28,15,3,0.000100
1124,ACK,13,2205,0,11.87,9,7,0.043271
1124,ACK,19,1698,0,9.99,8,6,0.168606
1124,ACK,20,9953,0,30.00,15,12,0.000100
1124,NACK,24,7360,1,11.86,9,22,0.043756
1124,ACK,30,10745,0,28.60,15,13,0.000100
1125,NACK,2,1210,1,3.20,5,9,0.979028
1125,ACK,11,8228,0,25.94,15,10,0.000100
1125,ACK,14,8867,0,27.31,15,11,0.000100
1125,ACK,16,3980,0,23.04,15,5,0.000100
1125,ACK,21,10054,0,21.08,14,14,0.000100
1125,ACK,23,2557,0,14.92,10,7,0.003919
1125,NACK,29,3866,1,9.27,8,14,0.266560
1125,ACK,7,1308,0,18.72,12,3,0.000189
1125,ACK,12,8731,0,29.09,15,11,0.000100
1125,ACK,15,10477,0,30.00,15,13,0.000100
1126,ACK,14,6719,0,27.17,15,8,0.000100
1126,ACK,17,919,0,9.31,8,4,0.259925
1126,ACK,20,1432,0,29.30,15,2,0.000100
1126,NACK,23,7622,1,12.36,9,23,0.029686
1126,ACK,27,10159,0,19.07,13,16,0.000142
1126,NACK,28,8667,1,12.31,9,26,0.030808
1127,ACK,29,2974,0,11.56,9,9,0.054693
1127,ACK,30,8063,0,29.53,15,10,0.000100
1127,NACK,13,8556,1,14.29,10,21,0.006464
1127,ACK,14,1106,0,27.58,15,2,0.000100
1127,ACK,23,8460,0,11.88,9,26,0.043091
1127,ACK,27,4104,0,19.25,13,7,0.000124
1127,ACK,29,7968,0,11.56,9,24,0.054693
1128,ACK,8,6891,0,15.22,11,15,0.003091
1128,NACK,13,11559,1,12.27,9,35,0.031703
1128,ACK,21,2877,0,21.93,14,4,0.000100
1128,NACK,28,11160,1,14.93,10,28,0.003902
1128,NACK,29,5386,1,11.46,9,17,0.059245
1129,ACK,5,8529,0,18.67,12,16,0.000196
1129,ACK,12,2582,0,24.69,15,4,0.000100
1129,NACK,24,5861,1,11.35,9,18,0.064363
1129,NACK,25,9461,1,10.67,8,33,0.105373
1129,NACK,8,8066,1,13.33,10,20,0.013849
1130,ACK,19,1865,0,14.10,10,5,0.007564
1130,ACK,22,1510,0,11.97,9,5,0.040004
1130,ACK,27,3176,0,21.24,14,5,0.000100
1130,ACK,30,6498,0,27.78,15,8,0.000100
1130,ACK,19,9227,0,14.10,10,23,0.007564
1130,ACK,30,3329,0,27.78,15,4,0.000100
1130,ACK,6,2624,0,15.84,11,6,0.001882
1130,ACK,11,8415,0,23.30,15,11,0.000100
1130,ACK,12,10497,0,24.68,15,13,0.000100
1130,NACK,18,3255,1,8.41,7,14,0.418317
1131,NACK,28,9107,1,11.98,9,28,0.039702
1131,NACK,29,7017,1,13.55,10,18,0.011623
1131,ACK,30,3093,0,25.62,15,4,0.000100
1131,ACK,1,5724,0,17.00,11,12,0.000747
1131,NACK,2,2421,1,3.18,5,17,0.979344
1131,ACK,4,3636,0,13.08,10,9,0.016953
1132,NACK,24,3461,1,9.31,8,13,0.259947
1132,ACK,4,10041,0,13.05,10,25,0.017253
1132,ACK,9,4959,0,27.78,15,6,0.000100
1132,ACK,12,9555,0,22.66,14,13,0.000100
