tti,event,ue,pkt_bits,retx,sinr_db,cqi,rb_alloc,rb_perr
1133,NACK,18,503,1,6.38,6,3,0.785680
1133,ACK,20,1364,0,23.82,15,2,0.000100
1133,ACK,22,1740,0,11.18,9,6,0.072871
1133,ACK,23,4687,0,12.43,9,14,0.028143
1133,ACK,26,11380,0,30.00,15,14,0.000100
1133,NACK,0,7516,1,10.38,8,27,0.129596
1133,NACK,4,10694,1,11.28,9,32,0.067635
1134,ACK,9,4100,0,27.97,15,5,0.000100
1134,NACK,10,4700,1,9.24,8,17,0.269973
1134,NACK,17,11825,1,6.04,6,62,0.827043
1135,NACK,18,6175,1,8.68,7,26,0.367930
1135,NACK,19,5066,1,11.08,9,16,0.078201
1135,ACK,28,8504,0,13.95,10,21,0.008479
1135,ACK,31,10174,0,28.19,15,13,0.000100
1135,ACK,7,3975,0,14.29,10,10,0.006459
1135,ACK,10,1071,0,10.71,8,4,0.102967
1136,ACK,12,3421,0,23.92,15,5,0.000100
1136,NACK,24,10236,1,9.75,8,36,0.197449
1136,ACK,29,6561,0,14.20,10,17,0.006968
1136,ACK,30,10336,0,23.10,15,13,0.000100
1136,ACK,4,10654,0,13.58,10,27,0.011344
1137,NACK,10,4827,1,12.49,9,15,0.026835
1137,ACK,1,5047,0,15.39,11,11,0.002709
1137,ACK,13,8763,0,14.37,10,22,0.006092
1137,NACK,22,6732,1,7.93,7,29,0.513311
1138,NACK,25,3462,1,6.01,6,19,0.830499
1138,ACK,13,1403,0,12.75,9,5,0.021868
1138,ACK,16,8911,0,24.04,15,11,0.000100
1138,NACK,18,8521,1,7.78,7,36,0.543631
1138,NACK,25,4221,1,6.01,6,22,0.830499
1139,ACK,0,1106,0,9.57,8,4,0.220999
1139,ACK,1,8197,0,17.40,12,15,0.000543
1139,ACK,7,11241,0,19.01,13,18,0.000149
1139,ACK,9,2698,0,30.00,15,4,0.000100
1139,ACK,14,8474,0,28.74,15,11,0.000100
1139,NACK,19,8942,1,9.50,8,32,0.231672
1139,NACK,0,3342,1,9.57,8,12,0.220999
1140,NACK,2,3083,1,9.29,8,11,0.262343
1140,ACK,3,11230,0,21.91,14,16,0.000100
1140,ACK,11,3714,0,29.84,15,5,0.000100
1140,ACK,13,1800,0,11.80,9,6,0.045713
1140,ACK,16,2016,0,24.96,15,3,0.000100
1140,NACK,19,9831,1,9.20,8,35,0.276373
1140,ACK,20,11814,0,25.85,15,15,0.000100
1141,ACK,21,3319,0,21.27,14,5,0.000100
1141,NACK,22,5368,1,8.15,7,23,0.470235
1141,NACK,24,8804,1,9.33,8,31,0.256280
1141,ACK,26,5880,0,30.00,15,7,0.000100
1141,ACK,30,1925,0,27.53,15,3,0.000100
1141,ACK,3,2032,0,21.68,14,3,0.000100
1141,NACK,8,5789,1,11.26,9,18,0.068556
1142,ACK,10,7370,0,12.34,9,22,0.030121
1142,ACK,16,4424,0,27.80,15,6,0.000100
1142,NACK,19,5760,1,10.13,8,20,0.153784
1142,ACK,1,4277,0,20.16,13,7,0.000100
1143,NACK,17,795,1,3.83,5,6,0.965683
1143,NACK,18,11213,1,10.30,8,39,0.136670
1143,NACK,22,8724,1,9.74,8,31,0.199297
1143,NACK,8,5779,1,10.08,8,21,0.159613
1144,ACK,20,4032,0,30.00,15,5,0.000100
1144,ACK,21,4834,0,22.20,14,7,0.000100
1144,ACK,23,7040,0,17.04,12,13,0.000724
1144,ACK,27,3654,0,21.58,14,5,0.000100
1144,ACK,0,7717,0,14.74,10,19,0.004543
1144,ACK,3,3223,0,20.59,13,5,0.000100
1145,NACK,4,601,1,9.80,8,3,0.191115
1145,ACK,8,2733,0,10.90,8,10,0.089723
1145,ACK,15,9649,0,30.00,15,12,0.000100
1145,ACK,31,10513,0,27.70,15,13,0.000100
1145,ACK,0,9450,0,15.81,11,20,0.001933
1145,ACK,1,10483,0,20.00,13,17,0.000100
1145,NACK,2,2101,1,10.16,8,8,0.150563
1145,ACK,7,9811,0,21.28,14,14,0.000100
1146,ACK,8,110,0,12.06,9,1,0.037342
1146,ACK,11,4659,0,27.66,15,6,0.000100
1146,ACK,12,10689,0,25.04,15,13,0.000100
1146,ACK,15,5186,0,30.00,15,7,0.000100
1146,ACK,20,4991,0,30.00,15,6,0.000100
1146,ACK,22,2440,0,10.33,8,9,0.134366
1146,ACK,23,1033,0,15.09,11,3,0.003416
1146,ACK,24,3120,0,10.32,8,11,0.135584
1146,NACK,0,6385,1,13.67,10,16,0.010568
1146,ACK,1,5597,0,17.99,12,11,0.000337
1147,ACK,5,1687,0,15.09,11,4,0.003419
1147,NACK,8,5974,1,11.26,9,18,0.068738
1147,ACK,9,2564,0,30.00,15,4,0.000100
1147,ACK,12,8493,0,24.32,15,11,0.000100
1147,ACK,14,4072,0,28.61,15,5,0.000100
1147,ACK,15,11936,0,30.00,15,15,0.000100
1148,NACK,17,2282,1,1.21,3,24,0.995650
1148,ACK,27,6076,0,20.66,13,10,0.000100
1148,NACK,2,9394,1,9.81,8,33,0.190112
1148,ACK,5,11067,0,12.27,9,33,0.031707
1149,ACK,7,1837,0,17.68,12,4,0.000433
1149,ACK,20,5635,0,30.00,15,7,0.000100
1149,NACK,22,7100,1,13.12,10,18,0.016320
1149,ACK,29,11201,0,16.16,11,24,0.001462
1149,ACK,5,4297,0,12.98,9,13,0.018235
1149,ACK,6,11604,0,20.96,13,18,0.000100
1149,ACK,7,6092,0,17.68,12,12,0.000433
1150,ACK,9,320,0,30.00,15,1,0.000100
1150,ACK,20,5263,0,30.00,15,7,0.000100
1150,NACK,25,4716,1,9.14,8,17,0.285793
1150,ACK,1,6396,0,17.98,12,12,0.000342
1150,ACK,5,2625,0,12.79,9,8,0.021252
1150,ACK,9,1462,0,30.00,15,2,0.000100
1150,ACK,11,5895,0,30.00,15,8,0.000100
1150,ACK,14,1550,0,29.76,15,2,0.000100
1150,ACK,19,8548,0,14.33,10,21,0.006277
1150,ACK,27,11657,0,23.55,15,14,0.000100
1151,ACK,30,1300,0,23.87,15,2,0.000100
1151,ACK,3,2660,0,18.66,12,5,0.000197
1151,ACK,6,8221,0,20.64,13,13,0.000100
1151,ACK,7,1781,0,16.58,11,4,0.001046
1151,ACK,8,3468,0,13.99,10,9,0.008221
1151,ACK,11,5731,0,30.00,15,7,0.000100
1151,NACK,13,5102,1,7.54,7,22,0.591710
1151,ACK,14,4484,0,30.00,15,6,0.000100
1151,ACK,16,9161,0,24.04,15,11,0.000100
1152,NACK,18,4633,1,7.47,7,20,0.604619
1152,ACK,21,10670,0,22.42,14,15,0.000100
1152,NACK,25,3045,1,14.19,10,8,0.007027
1152,NACK,0,9444,1,10.23,8,33,0.143759
1152,ACK,1,11663,0,19.08,13,18,0.000141
1153,ACK,2,525,0,10.09,8,2,0.157939
1153,ACK,3,4923,0,22.72,14,7,0.000100
1153,ACK,15,9267,0,30.00,15,12,0.000100
1153,ACK,19,11502,0,13.79,10,29,0.009636
1153,ACK,20,5438,0,29.87,15,7,0.000100
1153,ACK,23,5857,0,12.87,9,18,0.019850
1153,NACK,24,2883,1,6.08,6,16,0.823209
1153,ACK,26,4624,0,30.00,15,6,0.000100
1154,NACK,0,10051,1,12.60,9,30,0.024644
1154,ACK,4,8058,0,13.11,10,20,0.016472
1154,ACK,11,9222,0,26.37,15,11,0.000100
1154,NACK,13,2533,1,10.73,8,9,0.101011
1154,NACK,18,4883,1,8.45,7,21,0.411245
1155,NACK,4,8048,1,12.67,9,24,0.023297
1155,ACK,7,11518,0,14.50,10,29,0.005472
1155,ACK,12,2808,0,24.20,15,4,0.000100
1155,NACK,17,6727,1,8.07,7,29,0.485119
1156,ACK,0,10395,0,13.58,10,26,0.011376
1156,ACK,4,3332,0,14.19,10,9,0.007022
1156,ACK,10,4660,0,13.40,10,12,0.013076
1156,ACK,19,1284,0,12.01,9,4,0.038889
1156,ACK,29,4521,0,12.91,9,14,0.019363
1156,ACK,4,914,0,14.19,10,3,0.007022
1156,ACK,19,1588,0,12.01,9,5,0.038889
1156,ACK,4,6904,0,14.19,10,17,0.007022
1157,ACK,5,5216,0,14.51,10,13,0.005460
1157,ACK,6,1024,0,23.49,15,2,0.000100
1157,ACK,10,4642,0,12.77,9,14,0.021503
1157,NACK,13,8936,1,12.59,9,27,0.024722
1157,ACK,16,7568,0,22.73,14,11,0.000100
1157,ACK,20,8429,0,30.00,15,11,0.000100
1157,NACK,22,1286,1,12.00,9,4,0.039240
1157,ACK,29,3528,0,12.33,9,11,0.030462
1158,ACK,31,1790,0,22.61,14,3,0.000100
1158,ACK,0,2819,0,14.31,10,7,0.006367
1158,ACK,6,835,0,22.30,14,2,0.000100
1158,ACK,18,1412,0,10.21,8,5,0.146164
1158,ACK,21,9338,0,18.94,12,17,0.000158
1158,NACK,23,5730,1,11.77,9,18,0.046672
1158,ACK,27,4264,0,21.26,14,6,0.000100
1158,ACK,0,6118,0,14.31,10,15,0.006367
1158,NACK,8,4767,1,11.57,9,15,0.054222
1158,ACK,9,6114,0,27.24,15,8,0.000100
1159,NACK,17,9796,1,8.44,7,41,0.413298
1159,NACK,22,8649,1,9.99,8,31,0.168762
1160,ACK,23,173,0,11.97,9,1,0.039979
1160,ACK,31,5592,0,24.84,15,7,0.000100
1160,ACK,1,4423,0,17.69,12,9,0.000430
1160,ACK,10,6685,0,13.03,10,17,0.017593
1160,ACK,15,4785,0,30.00,15,6,0.000100
1160,ACK,16,6761,0,25.40,15,9,0.000100
1160,ACK,20,10919,0,30.00,15,13,0.000100
1160,NACK,25,10375,1,10.94,8,37,0.086632
1161,NACK,28,8749,1,14.77,10,22,0.004425
1161,ACK,3,8387,0,23.76,15,10,0.000100
1161,NACK,13,2921,1,8.24,7,13,0.452478
1161,ACK,22,2263,0,12.80,9,7,0.021100
1161,ACK,28,2539,0,14.77,10,7,0.004425
1161,ACK,30,10126,0,28.30,15,13,0.000100
1161,ACK,3,7951,0,23.76,15,10,0.000100
1161,ACK,12,5735,0,25.57,15,7,0.000100
1162,NACK,13,7467,1,8.97,7,32,0.315631
1162,NACK,18,1983,1,7.61,7,9,0.577519
1162,NACK,19,4833,1,10.10,8,17,0.156703
1162,ACK,26,3064,0,30.00,15,4,0.000100
1162,ACK,19,2858,0,10.10,8,10,0.156703
1162,ACK,20,10571,0,30.00,15,13,0.000100
1162,ACK,21,7378,0,21.42,14,10,0.000100
1163,NACK,24,7405,1,7.21,7,31,0.652488
1163,NACK,25,11442,1,12.07,9,35,0.036993
1163,NACK,8,7073,1,10.43,8,25,0.125368
1163,ACK,11,6724,0,24.90,15,9,0.000100
1164,NACK,13,2953,1,8.94,7,13,0.320466
1164,ACK,15,4378,0,30.00,15,6,0.000100
1164,NACK,22,11768,1,13.47,10,29,0.012429
1164,ACK,27,5809,0,16.21,11,13,0.001398
1164,ACK,16,2492,0,22.68,14,4,0.000100
1164,ACK,20,11730,0,30.00,15,14,0.000100
1164,ACK,21,7806,0,22.67,14,11,0.000100
1165,NACK,24,4001,1,7.92,7,17,0.516670
1165,ACK,30,4584,0,26.21,15,6,0.000100
1165,ACK,0,2690,0,16.62,11,6,0.001009
1165,ACK,7,969,0,14.73,10,3,0.004555
1165,ACK,9,4172,0,24.70,15,5,0.000100
1165,ACK,11,1726,0,25.04,15,3,0.000100
1165,NACK,17,7940,1,6.98,6,42,0.692581
1166,NACK,18,2496,1,2.92,4,21,0.983103
1166,ACK,22,11485,0,13.31,10,29,0.014144
1166,ACK,25,3186,0,13.49,10,8,0.012264
1166,ACK,26,6206,0,30.00,15,8,0.000100
1166,NACK,2,2988,1,9.98,8,11,0.169856
1166,ACK,6,9504,0,18.38,12,18,0.000247
1166,ACK,7,1327,0,14.08,10,4,0.007686
1167,ACK,14,6988,0,29.99,15,9,0.000100
1167,ACK,20,7085,0,30.00,15,9,0.000100
1167,ACK,26,2918,0,30.00,15,4,0.000100
1167,NACK,29,1056,1,9.93,8,4,0.176160
1167,ACK,30,3288,0,26.12,15,4,0.000100
1167,ACK,7,10187,0,16.66,11,22,0.000981
1167,NACK,19,4374,1,9.58,8,16,0.220445
1168,ACK,23,784,0,10.07,8,3,0.160734
1168,ACK,25,6113,0,15.82,11,13,0.001917
1168,ACK,0,3101,0,15.61,11,7,0.002273
1168,ACK,6,8282,0,19.78,13,13,0.000100
1168,NACK,8,7297,1,2.86,4,61,0.983875
1169,ACK,12,882,0,24.77,15,2,0.000100
1169,NACK,18,3331,1,3.93,5,24,0.962910
1169,NACK,19,4452,1,8.65,7,19,0.373460
1169,ACK,26,11033,0,30.00,15,14,0.000100
1169,ACK,30,1837,0,23.67,15,3,0.000100
1169,ACK,5,4703,0,22.27,14,7,0.000100
1169,ACK,6,1757,0,21.22,14,3,0.000100
1169,NACK,8,1406,1,4.54,5,10,0.940722
1169,ACK,12,2874,0,24.77,15,4,0.000100
1169,ACK,14,8403,0,29.20,15,11,0.000100
1170,ACK,15,2889,0,30.00,15,4,0.000100
1170,ACK,20,11447,0,30.00,15,14,0.000100
1170,NACK,23,1768,1,10.56,8,7,0.114468
1170,ACK,30,831,0,23.35,15,1,0.000100
1170,ACK,1,3630,0,19.31,13,6,0.000117
1170,ACK,7,7164,0,15.73,11,15,0.002056
1170,NACK,29,6729,1,8.97,7,29,0.314997
1170,ACK,1,6915,0,19.31,13,11,0.000117
1170,ACK,11,2732,0,28.98,15,4,0.000100
1171,ACK,12,2881,0,23.83,15,4,0.000100
1171,NACK,13,9180,1,8.79,7,39,0.346847
1171,NACK,17,7839,1,5.72,6,41,0.861248
1172,ACK,23,2474,0,12.66,9,8,0.023562
1172,ACK,27,1557,0,17.68,12,3,0.000433
1172,NACK,4,4605,1,11.11,9,14,0.076547
1172,NACK,8,2515,1,6.83,6,14,0.718705
1172,ACK,9,5687,0,27.55,15,7,0.000100
1172,NACK,10,11763,1,8.22,7,50,0.456847
1173,ACK,12,51,0,22.04,14,1,0.000100
1173,ACK,14,9801,0,25.26,15,12,0.000100
1173,ACK,16,2466,0,18.37,12,5,0.000250
1173,NACK,17,6743,1,6.89,6,36,0.709022
1173,NACK,19,3041,1,8.79,7,13,0.347060
1173,NACK,22,8374,1,9.45,8,30,0.238041
1174,NACK,29,9065,1,10.99,8,32,0.083917
1174,ACK,31,3472,0,26.12,15,5,0.000100
1174,ACK,3,2117,0,21.68,14,3,0.000100
1174,ACK,12,8225,0,21.61,14,12,0.000100
1174,ACK,28,4171,0,15.37,11,9,0.002751
1174,ACK,30,5181,0,22.70,14,7,0.000100
1174,ACK,15,10532,0,30.00,15,13,0.000100
1174,ACK,16,853,0,19.40,13,2,0.000110
1175,ACK,23,2575,0,15.34,11,6,0.002800
1175,ACK,26,8092,0,30.00,15,10,0.000100
1175,ACK,28,4316,0,15.22,11,9,0.003084
1175,ACK,11,3039,0,28.84,15,4,0.000100
1175,ACK,14,10097,0,27.98,15,13,0.000100
1175,ACK,16,7645,0,19.24,13,12,0.000124
1175,NACK,22,900,1,7.05,7,4,0.681236
1175,ACK,28,3938,0,15.22,11,9,0.003084
1175,NACK,29,9271,1,12.28,9,28,0.031450
1175,NACK,0,1002,1,9.59,8,4,0.219023
1176,ACK,3,5907,0,22.09,14,8,0.000100
1176,ACK,7,8223,0,17.05,12,15,0.000719
1176,ACK,11,11333,0,28.96,15,14,0.000100
1176,ACK,14,4546,0,27.68,15,6,0.000100
1177,NACK,18,4016,1,-0.54,2,56,0.998926
1177,NACK,22,8012,1,9.54,8,28,0.226368
1178,NACK,29,823,1,9.73,8,3,0.199746
1178,NACK,2,4917,1,7.05,7,21,0.681209
1178,NACK,13,2106,1,8.95,7,9,0.317783
1178,ACK,21,11814,0,21.50,14,16,0.000100
1178,NACK,22,3154,1,8.73,7,14,0.357816
1178,ACK,1,10827,0,18.16,12,20,0.000296
1178,ACK,11,10438,0,27.22,15,13,0.000100
1179,NACK,13,3970,1,8.57,7,17,0.388271
1180,NACK,18,3564,1,-2.51,1,75,0.999777
1181,NACK,4,5124,1,5.11,6,27,0.909970
1181,NACK,10,4977,1,10.22,8,18,0.144400
1181,NACK,13,2153,1,7.37,7,9,0.623390
1181,NACK,17,5193,1,6.76,6,28,0.729494
1181,ACK,20,9191,0,30.00,15,11,0.000100
1182,NACK,0,11966,1,10.58,8,42,0.112628
1182,ACK,1,8123,0,16.19,11,17,0.001421
1182,ACK,6,3025,0,23.30,15,4,0.000100
1182,NACK,8,8164,1,7.66,7,35,0.567379
1183,NACK,2,10911,1,8.76,7,46,0.351899
1183,ACK,6,9151,0,22.20,14,13,0.000100
1183,ACK,7,8253,0,16.73,11,18,0.000925
1183,ACK,11,8303,0,26.90,15,10,0.000100
1184,NACK,2,5011,1,8.18,7,21,0.464964
1184,ACK,6,8081,0,23.09,15,10,0.000100
1184,NACK,13,875,1,3.46,5,7,0.974197
1184,ACK,16,6859,0,21.36,14,10,0.000100
1184,ACK,28,4993,0,19.93,13,8,0.000100
1184,ACK,29,9809,0,11.01,9,30,0.082348
1185,NACK,10,3511,1,8.16,7,15,0.467596
1185,ACK,11,7038,0,26.77,15,9,0.000100
1185,ACK,12,3853,0,22.02,14,6,0.000100
1185,ACK,16,1026,0,21.94,14,2,0.000100
1185,NACK,17,2822,1,4.57,5,20,0.939630
1185,ACK,21,5651,0,21.40,14,8,0.000100
1185,NACK,22,8284,1,12.39,9,25,0.029072
1185,NACK,29,3498,1,12.09,9,11,0.036568
1186,NACK,2,9524,1,6.15,6,50,0.814512
1186,NACK,4,3164,1,8.54,7,14,0.393734
1186,ACK,5,2489,0,18.54,12,5,0.000218
1186,ACK,7,4251,0,15.58,11,9,0.002314
1187,ACK,1,6106,0,17.68,12,12,0.000434
1187,ACK,20,2124,0,30.00,15,3,0.000100
1187,ACK,26,3741,0,30.00,15,5,0.000100
1187,ACK,27,11240,0,18.19,12,21,0.000289
1187,NACK,2,2079,1,5.43,6,11,0.886249
1187,ACK,5,4409,0,18.57,12,8,0.000213
1187,ACK,6,3444,0,22.40,14,5,0.000100
1187,ACK,7,2870,0,17.09,12,6,0.000693
1188,NACK,17,342,1,2.03,4,3,0.991651
1188,ACK,20,3341,0,30.00,15,4,0.000100
1188,NACK,24,7710,1,9.34,8,27,0.254948
1188,ACK,26,8990,0,30.00,15,11,0.000100
1188,ACK,5,5256,0,18.76,12,10,0.000183
1188,ACK,9,2503,0,24.61,15,3,0.000100
1189,NACK,10,558,1,5.68,6,3,0.865053
1189,ACK,12,4129,0,21.49,14,6,0.000100
1189,ACK,14,11838,0,28.17,15,15,0.000100
1189,NACK,18,8997,1,2.08,4,75,0.991332
1190,NACK,0,918,1,11.58,9,3,0.054153
1190,ACK,1,6087,0,17.75,12,12,0.000410
1190,ACK,3,2413,0,16.08,11,6,0.001551
1190,NACK,4,5415,1,11.56,9,17,0.054815
1190,ACK,11,4695,0,28.67,15,6,0.000100
1190,ACK,16,9710,0,20.33,13,15,0.000100
1191,NACK,0,7975,1,11.51,9,24,0.057044
1191,NACK,2,10484,1,5.54,6,55,0.877307
1191,ACK,3,2502,0,16.56,11,6,0.001062
1192,ACK,7,8568,0,19.82,13,14,0.000100
1192,ACK,12,7076,0,22.20,14,10,0.000100
1192,ACK,14,2801,0,30.00,15,4,0.000100
1192,NACK,18,7494,1,6.57,6,40,0.757727
1192,ACK,22,7527,0,15.11,11,16,0.003369
1192,ACK,26,1257,0,30.00,15,2,0.000100
1192,NACK,4,3007,1,9.18,8,11,0.280637
1193,ACK,11,2154,0,30.00,15,3,0.000100
1193,ACK,12,9348,0,20.94,13,15,0.000100
1193,ACK,16,10960,0,22.62,14,15,0.000100
1193,NACK,17,1347,1,1.51,4,12,0.994456
1193,NACK,24,6787,1,6.91,6,36,0.705185
1193,ACK,27,9443,0,23.01,15,12,0.000100
1194,ACK,6,1790,0,20.40,13,3,0.000100
1194,ACK,7,9928,0,16.17,11,21,0.001443
1194,ACK,11,6817,0,27.45,15,9,0.000100
1194,ACK,14,8466,0,30.00,15,11,0.000100
1194,ACK,19,2163,0,14.59,10,6,0.005107
1194,ACK,21,8181,0,21.69,14,11,0.000100
1194,ACK,27,1516,0,25.00,15,2,0.000100
1194,ACK,29,1700,0,12.33,9,6,0.030385
1195,ACK,4,2753,0,12.43,9,9,0.028132
1195,ACK,7,9982,0,15.14,11,21,0.003302
1195,NACK,13,1149,1,7.05,7,5,0.681832
1195,NACK,23,10501,1,9.50,8,37,0.231585
1195,ACK,26,8834,0,30.00,15,11,0.000100
1195,ACK,28,3291,0,15.62,11,7,0.002255
1196,NACK,0,4920,1,10.44,8,18,0.124740
1196,ACK,7,2259,0,16.50,11,5,0.001112
1196,ACK,11,3876,0,27.43,15,5,0.000100
1196,ACK,14,2288,0,29.19,15,3,0.000100
1196,ACK,16,10355,0,25.59,15,13,0.000100
1196,NACK,17,2595,1,3.09,5,19,0.980721
1196,NACK,25,3507,1,7.46,7,15,0.606516
1196,NACK,0,2143,1,10.44,8,8,0.124740
1196,ACK,5,6888,0,18.66,12,13,0.000198
1197,NACK,18,4766,1,10.19,8,17,0.147507
1197,ACK,31,4545,0,30.00,15,6,0.000100
1197,ACK,1,1983,0,15.47,11,5,0.002531
1197,NACK,2,1430,1,2.73,4,12,0.985482
1197,ACK,5,7046,0,19.30,13,11,0.000118
1197,ACK,15,11916,0,30.00,15,15,0.000100
1197,ACK,16,1036,0,24.98,15,2,0.000100
1197,ACK,20,7128,0,30.00,15,9,0.000100
1197,NACK,23,967,1,7.75,7,5,0.549258
1197,NACK,24,2947,1,8.74,7,13,0.355602
1198,NACK,25,1229,1,6.51,6,7,0.767652
1198,ACK,31,9610,0,30.00,15,12,0.000100
1198,ACK,5,11102,0,18.62,12,21,0.000204
1198,ACK,11,1179,0,26.47,15,2,0.000100
1198,ACK,19,1884,0,13.43,10,5,0.012770
1198,NACK,22,10103,1,10.47,8,36,0.122038
1198,NACK,0,3443,1,11.47,9,11,0.058740
1199,ACK,1,2142,0,17.77,12,4,0.000404
1199,ACK,5,4573,0,18.18,12,9,0.000291
1199,ACK,9,8831,0,26.29,15,11,0.000100
1199,NACK,10,3042,1,8.52,7,13,0.397363
1199,ACK,11,10826,0,27.45,15,13,0.000100
1199,ACK,15,2280,0,30.00,15,3,0.000100
1199,ACK,20,2007,0,30.00,15,3,0.000100
1199,ACK,21,3384,0,23.92,15,5,0.000100
1199,NACK,22,4897,1,10.19,8,18,0.147742
1199,ACK,26,8910,0,30.00,15,11,0.000100
1199,ACK,31,1736,0,30.00,15,3,0.000100
1200,NACK,2,6278,1,6.41,6,33,0.781478
1200,ACK,7,8545,0,14.13,10,21,0.007345
1200,ACK,11,3188,0,28.21,15,4,0.000100
1200,ACK,12,6186,0,22.50,14,9,0.000100
1200,NACK,13,7376,1,9.17,8,26,0.281441
1201,NACK,18,2761,1,5.92,6,15,0.840839
1201,ACK,22,1749,0,9.78,8,7,0.193486
1201,NACK,24,4132,1,9.90,8,15,0.178875
1201,ACK,1,11670,0,15.68,11,25,0.002143
1201,NACK,2,3539,1,7.31,7,15,0.634454
1201,ACK,12,10140,0,22.83,14,14,0.000100
1202,NACK,13,7573,1,9.02,8,27,0.306506
1202,ACK,21,8773,0,23.36,15,11,0.000100
1202,ACK,26,10078,0,30.00,15,12,0.000100
1202,NACK,29,10067,1,10.95,8,35,0.086535
1203,NACK,2,2507,1,8.59,7,11,0.384540
1203,ACK,3,10871,0,24.58,15,13,0.000100
1203,ACK,12,10115,0,21.57,14,14,0.000100
1204,ACK,0,3258,0,17.75,12,6,0.000411
1204,ACK,3,6417,0,21.29,14,9,0.000100
1204,ACK,8,3933,0,13.63,10,10,0.010977
1204,ACK,16,1468,0,21.24,14,2,0.000100
1204,NACK,25,2250,1,5.23,6,12,0.901666
1204,NACK,29,5183,1,9.33,8,18,0.256922
1204,ACK,30,6449,0,19.23,13,10,0.000125
1204,NACK,4,3927,1,11.48,9,12,0.058375
1205,ACK,7,3100,0,15.28,11,7,0.002951
1205,ACK,19,8489,0,18.53,12,16,0.000219
1205,ACK,0,10618,0,15.93,11,23,0.001752
1205,ACK,5,5769,0,19.25,13,9,0.000123
1205,ACK,14,6133,0,29.62,15,8,0.000100
1206,NACK,17,4962,1,1.38,3,52,0.995018
1206,NACK,18,3547,1,2.07,4,30,0.991367
1206,ACK,20,6086,0,30.00,15,8,0.000100
1207,NACK,10,11176,1,9.96,8,39,0.172394
1208,NACK,4,3967,1,9.17,8,14,0.281152
1208,ACK,5,3345,0,20.32,13,6,0.000100
1208,ACK,15,9243,0,30.00,15,12,0.000100
1208,NACK,18,6976,1,2.75,4,59,0.985186
1208,ACK,23,1370,0,14.23,10,4,0.006793
1208,ACK,26,2455,0,30.00,15,3,0.000100
1209,ACK,0,4081,0,18.49,12,8,0.000227
1209,ACK,6,9879,0,24.35,15,12,0.000100
1209,ACK,12,4737,0,25.54,15,6,0.000100
1209,NACK,18,6932,1,3.39,5,49,0.975666
1209,NACK,22,7538,1,13.49,10,19,0.012201
1210,ACK,7,8433,0,17.94,12,16,0.000352
1210,ACK,9,4257,0,27.83,15,6,0.000100
1210,ACK,12,1425,0,22.96,14,2,0.000100
1210,NACK,13,9796,1,7.39,7,41,0.618921
1210,ACK,19,9586,0,17.97,12,18,0.000344
1210,ACK,26,2247,0,30.00,15,3,0.000100
1211,ACK,0,1436,0,18.15,12,3,0.000296
1211,NACK,4,4048,1,5.11,6,22,0.910092
1211,ACK,22,3163,0,12.48,9,10,0.027091
1211,ACK,27,1553,0,18.25,12,3,0.000275
1211,ACK,0,7300,0,18.15,12,14,0.000296
1211,NACK,8,11886,1,11.78,9,36,0.046312
1212,NACK,10,5528,1,10.86,8,20,0.092077
1212,ACK,11,4911,0,30.00,15,6,0.000100
1212,NACK,17,859,1,6.53,6,5,0.764317
1212,ACK,23,4548,0,17.81,12,9,0.000391
1212,NACK,25,11049,1,6.97,6,58,0.695384
1213,ACK,0,6743,0,16.45,11,15,0.001153
1213,ACK,1,4313,0,19.76,13,7,0.000100
1213,ACK,2,3417,0,10.65,8,12,0.107267
1213,ACK,3,4098,0,19.09,13,7,0.000140
1214,ACK,9,4536,0,26.82,15,6,0.000100
1214,NACK,10,8505,1,9.37,8,30,0.251098
1214,ACK,12,10273,0,21.24,14,14,0.000100
1214,ACK,14,1245,0,28.88,15,2,0.000100
1214,ACK,16,10839,0,27.45,15,13,0.000100
1214,NACK,18,1768,1,5.93,6,10,0.839772
1214,ACK,19,6275,0,14.66,10,16,0.004835
1215,NACK,2,9985,1,8.73,7,42,0.358536
1215,ACK,3,9769,0,18.69,12,18,0.000193
1215,ACK,7,4540,0,15.16,11,10,0.003246
1215,NACK,10,7200,1,11.39,9,22,0.062041
1216,ACK,3,4397,0,19.80,13,7,0.000100
1216,ACK,7,10702,0,14.21,10,27,0.006900
1216,ACK,11,5364,0,30.00,15,7,0.000100
1216,ACK,20,1410,0,30.00,15,2,0.000100
1216,ACK,26,3384,0,30.00,15,5,0.000100
1216,ACK,27,11914,0,16.52,11,25,0.001094
1217,NACK,13,251,1,9.95,8,1,0.173840
1217,ACK,20,4794,0,27.24,15,6,0.000100
1217,ACK,27,2795,0,16.79,11,6,0.000881
1217,NACK,2,10274,1,6.56,6,54,0.759757
1217,ACK,6,8562,0,20.95,13,14,0.000100
1217,ACK,14,11316,0,27.72,15,14,0.000100
1218,ACK,27,4105,0,17.16,12,8,0.000654
1218,NACK,2,4334,1,6.14,6,23,0.815829
1218,ACK,20,2956,0,28.87,15,4,0.000100
1218,NACK,24,6837,1,8.31,7,29,0.438922
1218,ACK,26,11056,0,30.00,15,14,0.000100
1218,ACK,0,4640,0,11.81,9,14,0.045237
1219,NACK,2,876,1,9.08,8,4,0.295928
1219,ACK,9,1952,0,28.00,15,3,0.000100
1219,ACK,11,7109,0,30.00,15,9,0.000100
