tti,ue,sinr_db,cqi,bits_per_rb,rb_err_prob
194,26,30.00,15,840,0.000100
194,27,18.54,12,552,0.000218
194,28,13.42,10,408,0.012931
194,29,12.24,9,336,0.032587
194,30,30.00,15,840,0.000100
194,31,29.52,15,840,0.000100
195,0,14.07,10,408,0.007715
195,1,15.27,11,480,0.002966
195,2,5.76,6,192,0.856995
195,3,18.69,12,552,0.000193
195,4,6.79,6,192,0.724856
195,5,19.80,13,648,0.000100
195,6,22.26,14,744,0.000100
195,7,17.20,12,552,0.000636
195,8,6.97,6,192,0.694803
195,9,26.65,15,840,0.000100
195,10,12.29,9,336,0.031251
195,11,26.50,15,840,0.000100
195,12,25.38,15,840,0.000100
195,13,13.04,10,408,0.017469
195,14,30.00,15,840,0.000100
195,15,29.67,15,840,0.000100
195,16,17.33,12,552,0.000574
195,17,8.41,7,240,0.418477
195,18,8.24,7,240,0.452898
195,19,6.35,6,192,0.789479
195,20,30.00,15,840,0.000100
195,21,22.33,14,744,0.000100
195,22,11.94,9,336,0.041160
195,23,14.85,10,408,0.004136
195,24,7.64,7,240,0.572377
195,25,9.07,8,288,0.298520
195,26,30.00,15,840,0.000100
195,27,19.13,13,648,0.000136
195,28,14.17,10,408,0.007110
195,29,9.17,8,288,0.281054
195,30,30.00,15,840,0.000100
195,31,29.59,15,840,0.000100
196,0,14.76,10,408,0.004468
196,1,14.63,10,408,0.004955
196,2,4.22,5,144,0.953487
196,3,20.03,13,648,0.000100
196,4,7.03,7,240,0.684887
196,5,20.42,13,648,0.000100
196,6,19.73,13,648,0.000100
196,7,18.97,12,552,0.000154
196,8,5.37,6,192,0.891514
196,9,26.22,15,840,0.000100
196,10,12.49,9,336,0.026793
196,11,26.57,15,840,0.000100
196,12,22.58,14,744,0.000100
196,13,12.87,9,336,0.019986
196,14,30.00,15,840,0.000100
196,15,28.92,15,840,0.000100
196,16,15.92,11,480,0.001765
196,17,8.03,7,240,0.494104
196,18,5.70,6,192,0.862574
196,19,7.29,7,240,0.638761
196,20,30.00,15,840,0.000100
196,21,22.91,14,744,0.000100
196,22,10.53,8,288,0.116331
196,23,14.82,10,408,0.004263
196,24,5.67,6,192,0.865610
196,25,10.52,8,288,0.117160
196,26,30.00,15,840,0.000100
196,27,18.92,12,552,0.000160
196,28,12.77,9,336,0.021625
196,29,9.18,8,288,0.280484
196,30,29.00,15,840,0.000100
196,31,30.00,15,840,0.000100
197,0,14.27,10,408,0.006591
197,1,16.28,11,480,0.001326
197,2,5.84,6,192,0.849356
197,3,21.55,14,744,0.000100
197,4,8.48,7,240,0.404223
197,5,18.50,12,552,0.000224
197,6,19.73,13,648,0.000100
197,7,17.01,12,552,0.000741
197,8,5.20,6,192,0.903977
197,9,27.25,15,840,0.000100
197,10,11.60,9,336,0.053104
197,11,28.90,15,840,0.000100
197,12,23.25,15,840,0.000100
197,13,11.61,9,336,0.052716
197,14,30.00,15,840,0.000100
197,15,28.93,15,840,0.000100
197,16,17.11,12,552,0.000683
197,17,8.59,7,240,0.383337
197,18,3.12,5,144,0.980303
197,19,7.16,7,240,0.661373
197,20,30.00,15,840,0.000100
197,21,21.47,14,744,0.000100
197,22,10.45,8,288,0.123360
197,23,16.71,11,480,0.000939
197,24,7.61,7,240,0.577668
197,25,7.80,7,240,0.539984
197,26,30.00,15,840,0.000100
197,27,17.61,12,552,0.000457
197,28,14.17,10,408,0.007120
197,29,9.90,8,288,0.179061
197,30,27.64,15,840,0.000100
197,31,28.81,15,840,0.000100
198,0,15.08,11,480,0.003451
198,1,17.56,12,552,0.000477
198,2,5.39,6,192,0.889488
198,3,21.02,14,744,0.000100
198,4,8.31,7,240,0.438106
198,5,20.12,13,648,0.000100
198,6,21.47,14,744,0.000100
198,7,17.00,12,552,0.000745
198,8,4.93,5,144,0.921219
198,9,26.06,15,840,0.000100
198,10,9.65,8,288,0.211127
198,11,29.04,15,840,0.000100
198,12,24.93,15,840,0.000100
198,13,11.71,9,336,0.048997
198,14,30.00,15,840,0.000100
198,15,30.00,15,840,0.000100
198,16,18.91,12,552,0.000161
198,17,8.45,7,240,0.411431
198,18,2.65,4,120,0.986303
198,19,7.21,7,240,0.652987
198,20,30.00,15,840,0.000100
198,21,20.56,13,648,0.000100
198,22,10.79,8,288,0.097212
198,23,18.63,12,552,0.000203
198,24,5.98,6,192,0.834638
198,25,7.03,7,240,0.685047
198,26,30.00,15,840,0.000100
198,27,20.37,13,648,0.000100
198,28,15.16,11,480,0.003246
198,29,8.53,7,240,0.395838
198,30,26.09,15,840,0.000100
198,31,27.62,15,840,0.000100
199,0,14.45,10,408,0.005726
199,1,16.91,11,480,0.000800
199,2,4.27,5,144,0.951881
199,3,22.62,14,744,0.000100
199,4,9.69,8,288,0.206161
199,5,19.49,13,648,0.000102
199,6,20.56,13,648,0.000100
199,7,17.49,12,552,0.000506
199,8,2.98,4,120,0.982300
199,9,27.42,15,840,0.000100
199,10,10.07,8,288,0.160480
199,11,25.78,15,840,0.000100
199,12,27.24,15,840,0.000100
199,13,10.28,8,288,0.139077
199,14,30.00,15,840,0.000100
199,15,29.52,15,840,0.000100
199,16,21.83,14,744,0.000100
199,17,8.61,7,240,0.380878
199,18,4.44,5,144,0.945084
199,19,8.10,7,240,0.479956
199,20,30.00,15,840,0.000100
199,21,20.94,13,648,0.000100
199,22,9.58,8,288,0.220633
199,23,15.77,11,480,0.001986
199,24,4.88,5,144,0.923667
199,25,7.53,7,240,0.593576
199,26,30.00,15,840,0.000100
199,27,18.72,12,552,0.000188
199,28,14.54,10,408,0.005334
199,29,7.12,7,240,0.668678
199,30,24.32,15,840,0.000100
199,31,26.95,15,840,0.000100
200,0,13.01,10,408,0.017814
200,1,16.69,11,480,0.000955
200,2,6.15,6,192,0.814711
200,3,22.03,14,744,0.000100
200,4,9.39,8,288,0.247129
200,5,20.10,13,648,0.000100
200,6,20.27,13,648,0.000100
200,7,19.18,13,648,0.000130
200,8,3.87,5,144,0.964539
200,9,28.30,15,840,0.000100
200,10,9.35,8,288,0.254018
200,11,24.89,15,840,0.000100
200,12,27.87,15,840,0.000100
200,13,8.80,7,240,0.345411
200,14,29.99,15,840,0.000100
200,15,26.72,15,840,0.000100
200,16,22.65,14,744,0.000100
200,17,6.02,6,192,0.830022
200,18,5.15,6,192,0.907249
200,19,6.20,6,192,0.808838
200,20,30.00,15,840,0.000100
200,21,19.24,13,648,0.000124
200,22,10.62,8,288,0.109600
200,23,15.01,11,480,0.003659
200,24,6.43,6,192,0.778104
200,25,9.97,8,288,0.171525
200,26,30.00,15,840,0.000100
200,27,19.80,13,648,0.000100
200,28,15.71,11,480,0.002086
200,29,5.64,6,192,0.868346
200,30,23.19,15,840,0.000100
200,31,27.16,15,840,0.000100
201,0,11.61,9,336,0.052940
201,1,15.53,11,480,0.002411
201,2,6.34,6,192,0.790832
201,3,20.67,13,648,0.000100
201,4,10.07,8,288,0.160347
201,5,22.15,14,744,0.000100
201,6,18.70,12,552,0.000191
201,7,20.88,13,648,0.000100
201,8,7.28,7,240,0.639507
201,9,27.95,15,840,0.000100
201,10,12.19,9,336,0.033745
201,11,24.24,15,840,0.000100
201,12,26.18,15,840,0.000100
201,13,9.05,8,288,0.302161
201,14,27.67,15,840,0.000100
201,15,26.94,15,840,0.000100
201,16,22.97,14,744,0.000100
201,17,5.96,6,192,0.836683
201,18,5.38,6,192,0.890423
201,19,7.11,7,240,0.671045
201,20,30.00,15,840,0.000100
201,21,19.94,13,648,0.000100
201,22,10.93,8,288,0.087688
201,23,15.21,11,480,0.003120
201,24,6.70,6,192,0.738667
201,25,10.21,8,288,0.145911
201,26,30.00,15,840,0.000100
201,27,21.51,14,744,0.000100
201,28,14.71,10,408,0.004632
201,29,6.00,6,192,0.832397
201,30,26.33,15,840,0.000100
201,31,29.87,15,840,0.000100
202,0,10.78,8,288,0.097494
202,1,16.19,11,480,0.001420
202,2,4.78,5,144,0.929412
202,3,18.31,12,552,0.000262
202,4,7.45,7,240,0.607411
202,5,21.70,14,744,0.000100
202,6,17.37,12,552,0.000553
202,7,21.51,14,744,0.000100
202,8,5.53,6,192,0.877942
202,9,29.99,15,840,0.000100
202,10,12.61,9,336,0.024462
202,11,24.31,15,840,0.000100
202,12,24.58,15,840,0.000100
202,13,9.44,8,288,0.239622
202,14,29.08,15,840,0.000100
202,15,29.37,15,840,0.000100
202,16,22.00,14,744,0.000100
202,17,6.98,6,192,0.692808
202,18,5.76,6,192,0.857329
202,19,8.80,7,240,0.345576
202,20,30.00,15,840,0.000100
202,21,21.84,14,744,0.000100
202,22,11.09,9,336,0.078113
202,23,17.80,12,552,0.000394
202,24,6.45,6,192,0.775254
202,25,9.79,8,288,0.192990
202,26,30.00,15,840,0.000100
202,27,22.20,14,744,0.000100
202,28,13.79,10,408,0.009639
202,29,5.19,6,192,0.904244
202,30,27.69,15,840,0.000100
202,31,30.00,15,840,0.000100
203,0,11.15,9,336,0.074726
203,1,13.70,10,408,0.010362
203,2,4.23,5,144,0.953391
203,3,16.45,11,480,0.001158
203,4,6.95,6,192,0.698100
203,5,22.39,14,744,0.000100
203,6,19.71,13,648,0.000100
203,7,22.07,14,744,0.000100
203,8,7.30,7,240,0.637219
203,9,30.00,15,840,0.000100
203,10,13.28,10,408,0.014435
203,11,24.51,15,840,0.000100
203,12,26.55,15,840,0.000100
203,13,10.74,8,288,0.100125
203,14,28.59,15,840,0.000100
203,15,30.00,15,840,0.000100
203,16,22.13,14,744,0.000100
203,17,7.11,7,240,0.671497
203,18,4.60,5,144,0.938061
203,19,9.18,8,288,0.280150
203,20,30.00,15,840,0.000100
203,21,25.15,15,840,0.000100
203,22,12.24,9,336,0.032546
203,23,14.38,10,408,0.006044
203,24,5.13,6,192,0.908694
203,25,9.09,8,288,0.294263
203,26,30.00,15,840,0.000100
203,27,20.18,13,648,0.000100
203,28,13.40,10,408,0.013141
203,29,7.34,7,240,0.628621
203,30,25.42,15,840,0.000100
203,31,30.00,15,840,0.000100
204,0,11.29,9,336,0.066936
204,1,14.88,10,408,0.004041
204,2,1.94,4,120,0.992195
204,3,13.77,10,408,0.009771
204,4,8.31,7,240,0.437871
204,5,21.12,14,744,0.000100
204,6,18.03,12,552,0.000327
204,7,21.71,14,744,0.000100
204,8,8.45,7,240,0.411457
204,9,30.00,15,840,0.000100
204,10,11.43,9,336,0.060507
204,11,23.88,15,840,0.000100
204,12,26.19,15,840,0.000100
204,13,10.82,8,288,0.094562
204,14,27.36,15,840,0.000100
204,15,30.00,15,840,0.000100
204,16,22.11,14,744,0.000100
204,17,7.78,7,240,0.544770
204,18,5.10,6,192,0.910818
204,19,7.58,7,240,0.582474
204,20,29.38,15,840,0.000100
204,21,23.73,15,840,0.000100
204,22,11.31,9,336,0.065876
204,23,13.44,10,408,0.012735
204,24,7.33,7,240,0.631332
204,25,6.84,6,192,0.716365
204,26,30.00,15,840,0.000100
204,27,20.36,13,648,0.000100
204,28,13.19,10,408,0.015467
204,29,9.15,8,288,0.285411
204,30,24.31,15,840,0.000100
204,31,29.90,15,840,0.000100
205,0,9.94,8,288,0.174568
205,1,13.86,10,408,0.009097
205,2,-0.13,2,72,0.998510
205,3,14.60,10,408,0.005079
205,4,9.64,8,288,0.212505
205,5,23.18,15,840,0.000100
205,6,19.52,13,648,0.000100
205,7,23.19,15,840,0.000100
205,8,8.15,7,240,0.469258
205,9,30.00,15,840,0.000100
205,10,12.16,9,336,0.034512
205,11,23.53,15,840,0.000100
205,12,25.94,15,840,0.000100
205,13,10.12,8,288,0.155033
205,14,28.08,15,840,0.000100
205,15,30.00,15,840,0.000100
205,16,23.14,15,840,0.000100
205,17,7.52,7,240,0.594686
205,18,3.53,5,144,0.972717
205,19,8.33,7,240,0.434172
205,20,30.00,15,840,0.000100
205,21,23.61,15,840,0.000100
205,22,14.50,10,408,0.005484
205,23,12.16,9,336,0.034724
205,24,8.35,7,240,0.430166
205,25,10.21,8,288,0.145910
205,26,30.00,15,840,0.000100
205,27,20.51,13,648,0.000100
205,28,10.96,8,288,0.085536
205,29,7.51,7,240,0.597240
205,30,24.74,15,840,0.000100
205,31,29.15,15,840,0.000100
206,0,10.28,8,288,0.138906
206,1,13.83,10,408,0.009322
206,2,0.74,3,96,0.996999
206,3,10.85,8,288,0.092738
206,4,8.72,7,240,0.360700
206,5,22.24,14,744,0.000100
206,6,19.36,13,648,0.000113
206,7,23.35,15,840,0.000100
206,8,7.15,7,240,0.664468
206,9,28.82,15,840,0.000100
206,10,11.08,9,336,0.078626
206,11,25.00,15,840,0.000100
206,12,25.90,15,840,0.000100
206,13,10.60,8,288,0.110808
206,14,26.23,15,840,0.000100
206,15,30.00,15,840,0.000100
206,16,22.82,14,744,0.000100
206,17,7.19,7,240,0.656912
206,18,4.47,5,144,0.943972
206,19,7.19,7,240,0.656232
206,20,29.61,15,840,0.000100
206,21,23.95,15,840,0.000100
206,22,15.07,11,480,0.003482
206,23,12.52,9,336,0.026259
206,24,8.29,7,240,0.442480
206,25,10.72,8,288,0.102041
206,26,30.00,15,840,0.000100
206,27,17.59,12,552,0.000467
206,28,13.00,10,408,0.017933
206,29,8.75,7,240,0.354534
206,30,24.70,15,840,0.000100
206,31,29.90,15,840,0.000100
207,0,9.19,8,288,0.278227
207,1,13.70,10,408,0.010323
207,2,0.04,3,96,0.998287
207,3,12.50,9,336,0.026598
207,4,7.68,7,240,0.564396
207,5,21.44,14,744,0.000100
207,6,22.70,14,744,0.000100
207,7,23.20,15,840,0.000100
207,8,6.40,6,192,0.782421
207,9,29.93,15,840,0.000100
207,10,11.42,9,336,0.060995
207,11,26.21,15,840,0.000100
207,12,25.12,15,840,0.000100
207,13,9.93,8,288,0.175671
207,14,25.73,15,840,0.000100
207,15,30.00,15,840,0.000100
207,16,19.30,13,648,0.000119
207,17,5.35,6,192,0.892902
207,18,4.20,5,144,0.954351
207,19,5.59,6,192,0.873254
207,20,30.00,15,840,0.000100
207,21,23.94,15,840,0.000100
207,22,14.05,10,408,0.007829
207,23,12.75,9,336,0.021841
207,24,6.33,6,192,0.791532
207,25,11.73,9,336,0.048025
207,26,30.00,15,840,0.000100
207,27,16.85,11,480,0.000841
207,28,14.85,10,408,0.004166
207,29,7.15,7,240,0.664018
207,30,25.23,15,840,0.000100
207,31,30.00,15,840,0.000100
208,0,10.81,8,288,0.095643
208,1,13.34,10,408,0.013709
208,2,0.78,3,96,0.996909
208,3,12.53,9,336,0.026024
208,4,8.01,7,240,0.497286
208,5,18.08,12,552,0.000314
208,6,22.51,14,744,0.000100
208,7,24.28,15,840,0.000100
208,8,5.31,6,192,0.895970
208,9,29.91,15,840,0.000100
208,10,11.62,9,336,0.052342
208,11,24.23,15,840,0.000100
208,12,23.49,15,840,0.000100
208,13,11.22,9,336,0.070871
208,14,25.57,15,840,0.000100
208,15,30.00,15,840,0.000100
208,16,21.73,14,744,0.000100
208,17,6.33,6,192,0.792169
208,18,6.63,6,192,0.749076
208,19,6.88,6,192,0.710192
208,20,28.95,15,840,0.000100
208,21,25.77,15,840,0.000100
208,22,11.53,9,336,0.056240
208,23,12.39,9,336,0.028976
208,24,6.97,6,192,0.694607
208,25,10.89,8,288,0.090413
208,26,30.00,15,840,0.000100
208,27,14.54,10,408,0.005304
208,28,14.37,10,408,0.006075
208,29,6.54,6,192,0.763256
208,30,23.92,15,840,0.000100
208,31,30.00,15,840,0.000100
209,0,12.73,9,336,0.022161
209,1,13.78,10,408,0.009685
209,2,0.42,3,96,0.997673
209,3,12.77,9,336,0.021525
209,4,10.90,8,288,0.089785
209,5,17.71,12,552,0.000424
209,6,21.69,14,744,0.000100
209,7,24.17,15,840,0.000100
209,8,5.11,6,192,0.910034
209,9,29.78,15,840,0.000100
209,10,11.72,9,336,0.048551
209,11,27.55,15,840,0.000100
209,12,23.77,15,840,0.000100
209,13,11.46,9,336,0.059057
209,14,27.28,15,840,0.000100
209,15,30.00,15,840,0.000100
209,16,20.39,13,648,0.000100
209,17,6.14,6,192,0.815377
209,18,6.62,6,192,0.750823
209,19,8.23,7,240,0.455074
209,20,29.90,15,840,0.000100
209,21,27.09,15,840,0.000100
209,22,11.71,9,336,0.048840
209,23,13.24,10,408,0.014935
209,24,8.41,7,240,0.418834
209,25,8.88,7,240,0.331800
209,26,30.00,15,840,0.000100
209,27,15.95,11,480,0.001727
209,28,13.46,10,408,0.012499
209,29,7.27,7,240,0.641485
209,30,24.22,15,840,0.000100
209,31,30.00,15,840,0.000100
210,0,13.79,10,408,0.009672
210,1,14.82,10,408,0.004243
210,2,1.73,4,120,0.993417
210,3,12.26,9,336,0.031934
210,4,9.94,8,288,0.174943
210,5,17.12,12,552,0.000676
210,6,20.90,13,648,0.000100
210,7,24.33,15,840,0.000100
210,8,4.33,5,144,0.949551
210,9,29.03,15,840,0.000100
210,10,11.30,9,336,0.066540
210,11,28.08,15,840,0.000100
210,12,23.40,15,840,0.000100
210,13,12.37,9,336,0.029529
210,14,27.09,15,840,0.000100
210,15,30.00,15,840,0.000100
210,16,22.49,14,744,0.000100
210,17,8.79,7,240,0.347459
210,18,6.74,6,192,0.731922
210,19,8.01,7,240,0.498016
210,20,29.73,15,840,0.000100
210,21,29.43,15,840,0.000100
210,22,12.78,9,336,0.021351
210,23,16.10,11,480,0.001533
210,24,7.74,7,240,0.551642
210,25,9.19,8,288,0.277970
210,26,30.00,15,840,0.000100
210,27,14.01,10,408,0.008112
210,28,13.71,10,408,0.010252
210,29,5.83,6,192,0.850158
210,30,25.43,15,840,0.000100
210,31,30.00,15,840,0.000100
211,0,13.85,10,408,0.009212
211,1,17.95,12,552,0.000350
211,2,3.31,5,144,0.976985
211,3,11.05,9,336,0.080175
211,4,9.45,8,288,0.239011
211,5,15.25,11,480,0.003011
211,6,20.39,13,648,0.000100
211,7,22.54,14,744,0.000100
211,8,6.13,6,192,0.817347
211,9,28.61,15,840,0.000100
211,10,10.04,8,288,0.163402
211,11,28.45,15,840,0.000100
211,12,23.21,15,840,0.000100
211,13,11.18,9,336,0.072786
211,14,26.14,15,840,0.000100
211,15,29.45,15,840,0.000100
211,16,21.80,14,744,0.000100
211,17,10.63,8,288,0.109042
211,18,6.32,6,192,0.792600
211,19,7.87,7,240,0.525536
211,20,28.93,15,840,0.000100
211,21,29.85,15,840,0.000100
211,22,13.39,10,408,0.013194
211,23,15.23,11,480,0.003055
211,24,7.11,7,240,0.671440
211,25,10.83,8,288,0.094273
211,26,30.00,15,840,0.000100
211,27,12.35,9,336,0.029810
211,28,12.50,9,336,0.026526
211,29,7.08,7,240,0.676187
211,30,24.88,15,840,0.000100
211,31,30.00,15,840,0.000100
212,0,14.94,10,408,0.003873
212,1,19.03,13,648,0.000147
212,2,1.71,4,120,0.993539
212,3,12.77,9,336,0.021554
212,4,11.59,9,336,0.053656
212,5,18.06,12,552,0.000319
212,6,16.76,11,480,0.000905
212,7,22.20,14,744,0.000100
212,8,8.28,7,240,0.443780
212,9,29.55,15,840,0.000100
212,10,9.46,8,288,0.236949
212,11,28.91,15,840,0.000100
212,12,22.11,14,744,0.000100
212,13,9.17,8,288,0.282494
212,14,26.08,15,840,0.000100
212,15,29.32,15,840,0.000100
212,16,19.99,13,648,0.000100
212,17,10.29,8,288,0.138116
212,18,5.87,6,192,0.845546
212,19,8.31,7,240,0.438831
212,20,30.00,15,840,0.000100
212,21,27.26,15,840,0.000100
212,22,14.21,10,408,0.006936
212,23,15.69,11,480,0.002126
212,24,7.13,7,240,0.667742
212,25,6.47,6,192,0.772447
212,26,30.00,15,840,0.000100
212,27,14.45,10,408,0.005694
212,28,11.96,9,336,0.040492
212,29,6.11,6,192,0.819736
212,30,24.23,15,840,0.000100
212,31,29.71,15,840,0.000100
213,0,10.34,8,288,0.133479
213,1,19.79,13,648,0.000100
213,2,2.83,4,120,0.984255
213,3,11.13,9,336,0.075348
213,4,11.93,9,336,0.041220
213,5,18.72,12,552,0.000188
213,6,17.05,12,552,0.000716
213,7,21.81,14,744,0.000100
213,8,8.95,7,240,0.318349
213,9,27.46,15,840,0.000100
213,10,8.16,7,240,0.468582
213,11,30.00,15,840,0.000100
213,12,22.62,14,744,0.000100
213,13,10.61,8,288,0.110023
213,14,26.78,15,840,0.000100
213,15,30.00,15,840,0.000100
213,16,19.89,13,648,0.000100
213,17,10.27,8,288,0.140348
213,18,7.37,7,240,0.624258
213,19,8.83,7,240,0.339461
213,20,30.00,15,840,0.000100
213,21,27.26,15,840,0.000100
213,22,14.15,10,408,0.007273
213,23,13.36,10,408,0.013508
213,24,5.04,6,192,0.914221
213,25,6.13,6,192,0.817442
213,26,30.00,15,840,0.000100
213,27,13.26,10,408,0.014708
213,28,11.39,9,336,0.062197
213,29,5.17,6,192,0.906065
213,30,25.36,15,840,0.000100
213,31,29.89,15,840,0.000100
214,0,10.98,8,288,0.084160
214,1,19.26,13,648,0.000122
214,2,2.20,4,120,0.990440
214,3,8.83,7,240,0.340128
214,4,11.32,9,336,0.065705
214,5,18.81,12,552,0.000175
214,6,17.35,12,552,0.000566
214,7,19.52,13,648,0.000100
214,8,9.36,8,288,0.252476
214,9,27.72,15,840,0.000100
214,10,9.69,8,288,0.205985
214,11,30.00,15,840,0.000100
214,12,20.90,13,648,0.000100
214,13,10.56,8,288,0.114133
214,14,27.07,15,840,0.000100
214,15,28.03,15,840,0.000100
214,16,20.19,13,648,0.000100
214,17,10.11,8,288,0.155652
214,18,7.11,7,240,0.671038
214,19,9.95,8,288,0.174131
214,20,30.00,15,840,0.000100
214,21,27.12,15,840,0.000100
214,22,15.13,11,480,0.003328
214,23,12.08,9,336,0.036823
214,24,3.75,5,144,0.967654
214,25,5.58,6,192,0.874299
214,26,30.00,15,840,0.000100
214,27,12.46,9,336,0.027531
214,28,11.66,9,336,0.050702
214,29,5.86,6,192,0.846811
214,30,26.37,15,840,0.000100
214,31,30.00,15,840,0.000100
215,0,11.12,9,336,0.075928
215,1,19.67,13,648,0.000100
215,2,1.95,4,120,0.992149
215,3,11.85,9,336,0.043981
215,4,9.85,8,288,0.185357
215,5,18.99,12,552,0.000152
215,6,15.71,11,480,0.002094
215,7,19.19,13,648,0.000129
215,8,11.59,9,336,0.053459
215,9,28.12,15,840,0.000100
215,10,8.57,7,240,0.387591
215,11,30.00,15,840,0.000100
215,12,23.70,15,840,0.000100
215,13,11.44,9,336,0.060177
215,14,26.61,15,840,0.000100
215,15,29.37,15,840,0.000100
215,16,21.10,14,744,0.000100
215,17,9.47,8,288,0.235438
215,18,8.53,7,240,0.395816
215,19,12.08,9,336,0.036800
215,20,30.00,15,840,0.000100
215,21,27.32,15,840,0.000100
215,22,14.51,10,408,0.005423
215,23,13.01,10,408,0.017794
215,24,5.23,6,192,0.901660
215,25,6.37,6,192,0.785869
215,26,30.00,15,840,0.000100
215,27,13.38,10,408,0.013325
215,28,11.59,9,336,0.053738
215,29,6.24,6,192,0.803023
215,30,26.02,15,840,0.000100
215,31,30.00,15,840,0.000100
216,0,10.11,8,288,0.155698
216,1,18.70,12,552,0.000192
216,2,3.28,5,144,0.977559
216,3,12.00,9,336,0.039160
216,4,11.19,9,336,0.072319
216,5,20.35,13,648,0.000100
216,6,16.00,11,480,0.001663
216,7,23.23,15,840,0.000100
216,8,11.82,9,336,0.044875
216,9,28.43,15,840,0.000100
216,10,10.79,8,288,0.096735
216,11,28.96,15,840,0.000100
216,12,25.58,15,840,0.000100
216,13,12.77,9,336,0.021554
216,14,26.34,15,840,0.000100
216,15,28.56,15,840,0.000100
216,16,21.32,14,744,0.000100
216,17,8.12,7,240,0.476381
216,18,8.90,7,240,0.327908
216,19,11.83,9,336,0.044554
216,20,30.00,15,840,0.000100
216,21,28.65,15,840,0.000100
216,22,12.48,9,336,0.026994
216,23,15.95,11,480,0.001727
216,24,3.31,5,144,0.977020
216,25,5.53,6,192,0.878568
216,26,30.00,15,840,0.000100
216,27,13.90,10,408,0.008818
216,28,9.41,8,288,0.245038
216,29,7.44,7,240,0.610327
216,30,26.11,15,840,0.000100
216,31,30.00,15,840,0.000100
217,0,10.08,8,288,0.159508
217,1,18.77,12,552,0.000181
217,2,2.84,4,120,0.984164
217,3,13.42,10,408,0.012943
217,4,9.45,8,288,0.238017
217,5,20.66,13,648,0.000100
217,6,15.47,11,480,0.002530
217,7,23.22,15,840,0.000100
217,8,10.55,8,288,0.115331
217,9,28.03,15,840,0.000100
217,10,9.25,8,288,0.268657
217,11,26.19,15,840,0.000100
217,12,25.16,15,840,0.000100
217,13,12.02,9,336,0.038675
217,14,25.09,15,840,0.000100
217,15,30.00,15,840,0.000100
217,16,21.18,14,744,0.000100
217,17,8.67,7,240,0.368263
217,18,9.19,8,288,0.278926
217,19,13.97,10,408,0.008363
217,20,30.00,15,840,0.000100
217,21,26.76,15,840,0.000100
217,22,12.04,9,336,0.037982
217,23,17.72,12,552,0.000420
217,24,2.47,4,120,0.988127
217,25,5.07,6,192,0.912512
217,26,30.00,15,840,0.000100
217,27,14.25,10,408,0.006694
217,28,11.71,9,336,0.048807
217,29,5.51,6,192,0.879589
217,30,26.71,15,840,0.000100
217,31,29.78,15,840,0.000100
218,0,11.86,9,336,0.043751
218,1,18.33,12,552,0.000257
218,2,1.66,4,120,0.993750
218,3,15.06,11,480,0.003505
218,4,11.15,9,336,0.074504
218,5,19.21,13,648,0.000127
218,6,15.98,11,480,0.001680
218,7,24.53,15,840,0.000100
218,8,11.92,9,336,0.041780
218,9,28.37,15,840,0.000100
218,10,8.48,7,240,0.405091
218,11,25.95,15,840,0.000100
218,12,24.67,15,840,0.000100
218,13,11.07,9,336,0.078775
218,14,25.86,15,840,0.000100
218,15,30.00,15,840,0.000100
218,16,18.75,12,552,0.000184
218,17,7.32,7,240,0.632605
218,18,10.15,8,288,0.151785
218,19,14.08,10,408,0.007636
218,20,30.00,15,840,0.000100
218,21,25.61,15,840,0.000100
218,22,14.62,10,408,0.004989
218,23,16.40,11,480,0.001204
218,24,3.39,5,144,0.975517
218,25,5.20,6,192,0.903992
218,26,30.00,15,840,0.000100
218,27,14.55,10,408,0.005285
218,28,8.26,7,240,0.447598
218,29,5.85,6,192,0.847858
218,30,27.33,15,840,0.000100
218,31,29.87,15,840,0.000100
219,0,11.68,9,336,0.050015
219,1,16.18,11,480,0.001439
219,2,1.17,3,96,0.995766
219,3,16.62,11,480,0.001010
219,4,11.39,9,336,0.062327
219,5,18.88,12,552,0.000165
219,6,17.68,12,552,0.000432
219,7,22.77,14,744,0.000100
219,8,13.97,10,408,0.008356
219,9,27.84,15,840,0.000100
219,10,7.79,7,240,0.541381
219,11,28.30,15,840,0.000100
219,12,24.88,15,840,0.000100
219,13,8.64,7,240,0.374623
219,14,28.14,15,840,0.000100
219,15,30.00,15,840,0.000100
219,16,18.21,12,552,0.000284
219,17,5.99,6,192,0.833303
219,18,10.93,8,288,0.087545
219,19,14.42,10,408,0.005868
219,20,30.00,15,840,0.000100
219,21,25.16,15,840,0.000100
219,22,11.84,9,336,0.044276
219,23,14.49,10,408,0.005547
219,24,4.79,5,144,0.928716
219,25,7.64,7,240,0.570640
219,26,30.00,15,840,0.000100
219,27,12.17,9,336,0.034352
219,28,9.22,8,288,0.274129
219,29,3.51,5,144,0.973137
219,30,28.48,15,840,0.000100
219,31,28.63,15,840,0.000100
220,0,13.18,10,408,0.015592
220,1,17.08,12,552,0.000697
220,2,0.01,3,96,0.998330
220,3,17.75,12,552,0.000408
220,4,12.30,9,336,0.031174
220,5,18.04,12,552,0.000325
220,6,18.19,12,552,0.000287
220,7,22.19,14,744,0.000100
220,8,13.39,10,408,0.013201
220,9,27.17,15,840,0.000100
220,10,6.09,6,192,0.821272
220,11,30.00,15,840,0.000100
220,12,24.74,15,840,0.000100
220,13,8.52,7,240,0.397255
220,14,27.00,15,840,0.000100
